Lib_GGA.65_S2_R1_001	Lib_GGA.71_S4_R1_001	Lib_GGA.88_S6_R1_001	Lib_GGA.90_S8_R1_001	Lib_GGA.64_S1_R1_001	Lib_GGA.70_S3_R1_001	Lib_GGA.87_S5_R1_001	Lib_GGA.89_S7_R1_001
CLIC5	1.10474513915089	1.04255139180266	0.939830491807424	0.547542146313031	-0.88356686977754	-0.629535865807323	-0.858282436384878	-1.26328399710427
JUN	0.937747436784595	0.904647895982162	0.718397140197168	1.13010071538373	-0.71132853187872	-1.00131654795099	-1.13688053000885	-0.841367578509093
GPAT3	-0.846735564853461	-0.731420816349843	-1.16683654854414	-0.819364468827766	0.93833360195503	1.29282662149095	0.296045734960075	1.03715144016915
FRMD6	1.1501455830048	0.573613328156064	0.996752013583606	0.908746210455421	-0.790348470127191	-1.28092057103442	-0.62131245021379	-0.936675643824491
CXCL13	0.915507746756066	1.11613056783779	0.643163373397764	1.00596881350881	-0.735072434265612	-0.980476447390361	-1.15254048284399	-0.81268113700046
RASGRP3	0.474082868997039	0.985850837956573	1.29244898457534	0.755834193315971	-1.12877360405369	-0.615684156425221	-0.461752260621408	-1.3020068637446
GNLY	-0.343819741027076	0.0214620275794359	-1.79969101605685	-0.399102610626454	0.830375048564673	1.1695070439512	-0.542492532557765	1.06376178017283
SKIL	1.18784050058187	0.819628844399226	0.904241136779952	0.778443164527601	-0.708221938641601	-0.96458243916455	-0.892978746414525	-1.12437052206797
PRKCD	0.737949694996632	0.651632471407145	1.17545889925388	1.10517491741744	-0.893842000952835	-1.12412882790733	-0.818573447178581	-0.833671707036351
APOBEC3G	0.481950162097804	0.888073544648168	1.10532138937659	1.16797216964878	-1.07309466814603	-0.921142616443473	-0.953742890835816	-0.695337090346013
DMD	1.20951391066971	0.909625958609108	0.85173604605195	0.649667976164868	-0.50518381833677	-1.08835588818563	-0.829068186553612	-1.19793599841962
ATP8B2	1.32591341009069	0.738854199789529	0.837417781026786	0.760503076098872	-0.729105219137993	-0.907262752189679	-1.07914181333856	-0.947178682339651
SATB1	-0.435552410097947	-1.03307140494709	-1.3171119811254	-0.749243503623804	1.3644779430556	0.812328924227808	0.640920424285204	0.717252008225624
PTHLH	0.762896133161975	0.98987987480374	1.43974452785367	0.390960625359874	-0.885363004381102	-0.879542580491371	-0.883389490866198	-0.935186085440585
GPR25	1.34901896801979	1.20272186135108	0.0341858826870338	0.864734514919171	-0.83619584143454	-0.826834223932098	-0.938439499309135	-0.849191662301299
KRT79	0.347867238337099	0.613956213513324	1.66972556675527	0.796207391628679	-0.941492883982265	-0.97045005582315	-0.530872515749187	-0.984940954679766
CAMSAP2	1.1049871285847	0.784280961697575	1.0422758165033	0.71701299709789	-0.874066965167113	-0.978787044016525	-0.559348328488198	-1.23635456621163
MT1E	-0.802360478332869	-1.52324710840715	-0.650286809667623	-0.518672932728231	1.06099131889752	0.4086383855466	0.988310349005649	1.03662727568611
NPTX1	0.392868054017176	0.290045703372777	1.57345154909263	1.00621886697421	-1.18579132779791	-1.18686264796531	-0.268089295115051	-0.62184090257851
IL32	-0.597435448635565	-0.766172613722991	-1.46112448423829	-0.685722886614195	0.824989999657439	1.1171890952621	0.401721861767533	1.16655447652396
TP53I11	0.757022868129654	0.941361564767311	1.04491229128762	0.946486884344346	-0.988204702220589	-1.20999825884243	-0.742259817554172	-0.749320829911739
NEK6	0.73485170474869	0.572127475695629	1.43120464615985	0.615056601006886	-1.10093502911152	-1.14428042312388	-0.0198184855439765	-1.08820648983168
PTK2	1.19069917557346	0.460631177543192	1.24973786782651	0.519830477655498	-0.835239265074545	-1.16222269341523	-0.223602793460508	-1.19983394664837
CHST3	1.20626369717051	0.658526858749776	1.35095742286976	0.309975130744328	-0.852064639620402	-0.945388808504675	-0.668089467974985	-1.06018019343431
CTSL	1.42887661268603	1.16966010612057	0.305604455850941	0.474870654854222	-0.352790220171291	-0.782378370701002	-1.0288690927339	-1.21497414590557
APOD	0.557037010738752	0.88563139862388	1.3591160440152	0.776467788569584	-0.870164398174433	-1.18488629671408	-0.50270402366508	-1.02049752339383
RBPJ	1.06458205018429	1.09056788379521	0.788331295908475	0.738457291103658	-0.631991387269357	-1.09975888756766	-0.970537573919497	-0.979650672235117
CTSW	-0.576833034232313	-1.49041783013013	-0.9980535266447	-0.047109576567549	1.06760434719329	0.158497481544554	0.441358823694306	1.44495331514255
NIPAL4	1.16252436481572	1.01765383506259	0.94738990569377	0.510731030844495	-0.922132760379457	-0.892566472730892	-0.642762859194891	-1.18083704411133
VASH1	1.15412919403738	0.935939853796487	0.881442143803001	0.737820416210441	-0.924603559758398	-0.915611125050572	-0.810766977424646	-1.05834994561369
STMND1	0.379314718636249	0.801908177354359	1.66253075865239	0.481719642931475	-1.05247375338489	-0.756809354782432	-0.318138542763924	-1.19805164664323
HPSE	-0.531695535431201	-0.550075563549181	-1.3701313056344	-0.969689394603749	1.33977510079759	1.17843537530376	0.503667836064222	0.399713487052957
TGFBR3	-0.76456923297778	-1.34110730399231	-0.0937823838135809	-1.18091420246028	0.793224536392754	0.5821381874368	1.34557094616729	0.659439453247112
CD109	0.896344495833499	0.360650058269137	1.58571007740025	0.493463452214515	-0.69620286348388	-1.10747979147001	-0.306324383753673	-1.22616104500984
IKZF1	-0.879728197666477	-0.884990194357282	-1.21171214522894	-0.711661964260508	1.06463429472231	0.942032665797103	0.710916911605509	0.970508629388276
IKZF4	1.0824066252328	1.04706519168174	0.889170271006184	0.685835714339641	-0.933670838318841	-0.921307068640855	-0.783005276317595	-1.06649461898307
GRAMD1B	-0.720930157667136	-0.487692986232419	-1.54535178937143	-0.693453079181871	1.05041175859353	1.23041464450668	0.388799884980193	0.777801724372455
DBN1	-1.1637183841841	-1.23216172564615	-0.431476397685846	-0.697031002041953	0.657748405372565	0.520829318704879	1.18302876986567	1.16278101561492
RTKN	0.799498581882368	0.829946294746802	0.993830101543583	1.0995079652747	-0.885899476682483	-0.967379520334058	-0.994800316069622	-0.874703630361292
DPP4	-1.00694925726378	-0.829428360476302	-1.46443506504991	-0.00344937246133851	0.568415277280665	0.909866124535552	0.5034388251745	1.32254182826061
LBH	0.809667535837673	0.730020405812181	1.15043143535516	0.921093149376036	-0.782231868443729	-1.4311456138293	-0.734748667497075	-0.66308637661094
BMPR2	1.31519680936754	0.944404967451879	0.879179432403106	0.481792967897692	-0.726831462288271	-0.915990471538342	-0.83044445600237	-1.14730778729124
CRIP2	0.816134272750795	0.805353116208865	1.37009680511087	0.665216949763132	-0.807623504806791	-1.02006125386696	-0.910182176142158	-0.918934209017761
CD9	0.0747600171035342	1.08110193207356	1.42330610074777	-0.054350965968881	-1.45262767034284	-0.031927337713872	0.236392646929309	-1.27665472282858
MT1G	-0.900528734783582	-1.06668216649442	-0.444388356104541	-1.01153850499926	1.16637203610718	0.554408195187223	1.44856609385167	0.253791437235717
CXCR6	-0.402852957294332	-0.137743139574283	-1.83843370303537	-0.511057901052904	0.791577261130067	1.23820215472799	-0.139017779895136	0.999326064993962
GZMA	-0.807374928961278	-0.772354919894243	-1.45021277536885	-0.295206889715407	0.508395620832137	1.2149903045333	0.279413407906474	1.32235018066787
TFEB	0.899597698850383	0.730351745823272	0.84287400214007	1.15881567680397	-0.730645715391242	-1.16489147615838	-1.18912703131642	-0.546974900751652
SNX18	-0.54956765194451	-0.899006800809825	-1.30246115064514	-0.863734139274419	1.24010473264092	0.853520276486149	0.650974932369438	0.870169801177391
ATP8B4	-0.873047043808008	-0.402553399428214	-1.02706797949684	-1.2469069328809	0.979942106738186	1.22478386203384	0.447255747703352	0.897593639138574
SMAD3	-0.816204097233789	-0.823257819819698	-1.10167481623144	-0.890739541218197	0.687780412127745	1.01742901334517	0.58602265295063	1.34064419607959
ATP1B1	0.407272432807607	0.707397505981437	1.61197809474131	0.661836781583115	-1.29131510801949	-0.954299299298381	-0.389833462061591	-0.753036945734006
THBS1	1.12880218241443	0.625446794380128	1.36338171146906	0.428591500947017	-1.06704100315884	-0.963550091231801	-0.562178784509897	-0.953452310310095
STAU2	-0.536887037454913	-0.884358046012209	-1.23314964721449	-0.977020650909484	1.03935683239461	0.93534279150734	0.576412014441463	1.08030374324769
SMARCA2	1.39532962216876	1.13235137263397	0.108016974056989	0.566121048213624	-0.348502434768643	-0.321835621046554	-1.3344604335433	-1.19702052771485
KLF10	0.796147946144048	0.793568342990916	1.18476143293568	0.861835900033312	-0.615103970464007	-1.21886238705347	-0.675595799650274	-1.1267514649362
CCL5	0.741667792346614	1.04542957581966	0.697370759920637	1.04148395666126	-0.951999349682002	-0.513568491700057	-1.52685302532076	-0.533531218045355
CAPG	0.315339557455843	0.281884875793309	1.16421035249039	1.39021076400746	-1.31707953317614	-1.27173268288535	-0.38780504240731	-0.17502829127821
BDH1	-0.913807167491897	-1.08401330766546	-1.10738983182886	-0.500228957106211	0.75295113784469	0.633379957673098	0.905833391182573	1.31327477739207
NSG1	0.755593000812923	0.85024484981307	0.882778028289676	1.14891059155357	-0.919152937747684	-0.940515194629288	-1.27433105566128	-0.503527282430984
CEP112	0.838904291137755	1.20113130789315	0.868818958858558	0.745082818287353	-0.85646018612809	-0.82116533745787	-0.685841891788235	-1.29046996080262
INPP5F	0.895497187805506	0.948484183580048	1.25747061321597	0.479990651426739	-1.09492773931788	-0.884108844254345	-0.467682869204717	-1.13472318325132
ACSL1	1.14614691416838	0.8454109000824	1.07108174692292	0.583418185201261	-0.606620839383384	-0.857462221429451	-1.0787868186272	-1.10318786693494
LINC01686	0.555137611044276	1.09975788609964	1.43459773357399	0.482643946124159	-0.903434559894133	-0.861833497159664	-0.903434559894133	-0.903434559894133
ECE1	0.857494472158133	0.629772420904286	1.22693421711906	0.829539274363227	-0.641203874740672	-1.38664061858534	-0.44834969251518	-1.06754619870352
TBL1X	-0.557002487553358	-1.29203879482574	-0.619633236004235	-1.09639713864669	1.25508967349322	0.577003543904542	0.977308068456691	0.755670371175563
FNBP1L	1.02976659489412	0.852310988914201	1.05933685956647	0.722742157253656	-1.10508001097357	-0.994749813048706	-0.523022715027797	-1.04130406157837
TNFAIP8	0.818142131556929	0.893002803493456	1.43163179563045	0.345955407036272	-0.69503882048641	-0.900972302686373	-0.573595009964101	-1.31912600458022
RORC	0.93133700398342	0.991451705630945	1.08676721239676	0.692461362304652	-0.710546809674823	-0.996905189280017	-0.972512456455243	-1.02205282890569
CD7	-0.145337257732292	-0.590912975270726	-1.30115249512543	-1.05891534372479	1.64357286720463	1.00610503923631	0.191097590896009	0.255542574516289
RGCC	0.700514574879215	0.854782069485039	1.353283954768	0.757759345354262	-0.970477836788955	-0.862239366897516	-0.859018113663299	-0.974604627136751
FOXO1	1.18989922407304	0.73530807267682	1.07920765611622	0.543957895913148	-0.391369039219059	-1.03964427555053	-0.827112417637964	-1.29024711637167
NRP2	0.438682421352913	0.442716162064129	1.93723296656651	0.0795134697690157	-1.05582510870632	-0.950764466450498	0.021239883463736	-0.912795328059486
HOPX	-0.519054526512465	-0.394566335653008	-1.18194962204555	-1.20372717057413	1.20305942299558	1.31754400339528	0.0411522921250558	0.737541936269239
RGS16	0.648552166711011	0.911491221200752	1.21438162779982	0.802236465051749	-0.963100618126687	-1.3894611574916	-0.505085830467064	-0.71901387467798
CXXC5	0.563250449404871	0.842026803194899	1.32710930173119	0.90527015260901	-1.03638289950672	-1.05015070624476	-0.856521998541944	-0.694601102646544
CAMK2N1	0.417109940976763	1.06114870737522	1.01427702510075	1.15318235350931	-0.976746521028591	-0.797061028822921	-0.932029253713191	-0.939881223397341
ANKH	1.3269440007519	0.856340225011514	0.669120564362882	0.49119266557275	0.00351829417422389	-0.964323187802141	-1.03627264055407	-1.34651992151706
MALT1	1.2213797814213	0.584479014858452	1.09622101549792	0.624630112742039	-0.935249316517487	-1.29756431857598	-0.347528565044018	-0.946367724382225
CARMIL3	0.60572461279145	1.10986368722157	1.14922196547489	0.784749350884178	-1.18214581293573	-0.787637738451647	-0.705552863456092	-0.97422320152862
PGGHG	-1.04013926053611	-0.764559950585358	-0.772304377457975	-1.09847915298313	1.22160334521963	0.692161283207824	0.940944702004461	0.820773411130659
CCR4	0.907506948250448	0.815463744346139	1.34712503846521	0.443035537887568	-0.542361760880121	-0.804706443763859	-0.756841155325873	-1.40922190897951
SIPA1L2	0.442698052541754	0.790202645096863	1.66287587165668	0.450146281164823	-0.89347564906001	-1.06504064853974	-0.295738714560614	-1.09166783829975
CLIC3	0.47859650371395	1.16321200394892	0.255022902656974	1.54469775071421	-0.865314686065209	-0.800753713339137	-0.905743225827294	-0.86971753580241
TSC22D3	0.30188362495647	0.499061253652521	1.41859589212956	1.11586524165092	-0.936672118994893	-1.41773880546482	-0.360649673169784	-0.620345414759967
PLAUR	0.905288554560707	0.877573235862529	1.24346152776319	0.645673016182166	-0.863011230388689	-1.11999560994545	-0.740316226503776	-0.948673267530682
ALOX5AP	0.344676220409162	1.08114700163119	0.530515452466053	1.39535609879409	-0.991976123393877	-0.74184405179937	-1.37495224674813	-0.242922351359122
PHLDB2	0.70764332968197	0.937607990411297	1.14404412246973	0.867836284483713	-1.1464720243009	-1.03624830641616	-0.533487429984064	-0.940923966345583
C2CD4D-AS1	1.21408434311712	0.874180807330018	0.891668230709398	0.63773581977221	-0.480110438146627	-1.20244341388343	-0.892337958828614	-1.04277739007007
KCNK1	1.08695494659643	0.918467398472149	0.964226340217946	0.562447392173739	-0.316613101882903	-0.855557717089886	-0.943297674613085	-1.41662758387439
UCP3	0.283561781049924	0.868531230542108	1.36005992171174	1.03146829793177	-1.00016626906041	-1.05188529663311	-0.873007277713462	-0.618562387828558
ACTA2	0.520078293060881	0.909186875768777	1.0130696349081	1.13814131922832	-1.21928069361139	-1.18204953761271	-0.622306797761552	-0.556839093980426
PRKD3	0.650647903757707	1.00191550229502	1.38483236139956	0.288495815462649	-0.981879440631789	-0.847270493171949	-0.127983920982345	-1.36875772812885
LDLRAD4	0.983631195603246	1.15886455493925	0.422680010482622	1.06737863811927	-1.03480902513852	-0.754239952614145	-1.04939150179945	-0.794113919592281
NR3C1	0.907643593660492	0.719069344106501	0.962887941505984	1.12033312969218	-0.814774666213642	-1.05789705454243	-0.863619402998403	-0.973642885210678
PRR5L	0.837439130346443	0.360508522185105	1.43208558254963	0.914963067750749	-1.16381268609221	-0.844205599776531	-0.641192107527817	-0.895785909435369
IRF5	0.476791681748363	0.605005656103786	1.52736513502891	0.614684357538132	-1.080601885065	-1.31477555258993	0.0634894803800796	-0.891958873144353
TMEM71	-0.63065406191163	-0.812322516141986	-1.40427331737243	-0.76581999450861	1.12279063869428	1.02034544257755	0.765194612121448	0.704739196541387
AC022126.1	1.20422844245564	1.28941853568516	-0.620611522897425	1.01361777684519	-0.691398802987277	-0.325749219833416	-1.20213277928098	-0.667372429986893
INAVA	1.01118584655057	1.17528631641729	0.421204695328564	1.03093163389831	-1.03931295539014	-0.750532491071324	-0.88231615701171	-0.96644688872156
NCBP3	0.917341781640297	0.909855702015656	0.941038029349358	0.955784655515893	-0.724824740573445	-1.06874396829097	-0.983443625069709	-0.947007834587071
RCBTB2	-1.45837427897287	-1.03349117009724	-0.499318474845381	-0.336893363124682	0.228346024554316	0.93318526464867	0.789770902790925	1.37677509504627
RAPGEF3	0.478133110639161	1.05594073231075	1.20732439522332	0.915863619700778	-0.886285426239317	-1.02237618728389	-0.888142101867702	-0.860458142483099
LGALS3	1.23232531166843	1.00856739163484	0.326598628790149	0.585399161583751	-0.0509238465595986	-0.311054372757161	-1.49759226569033	-1.29332000867008
MMP25	-0.489980779690899	-0.285623014389637	-1.55096241527575	-0.782080018943664	0.912417136501359	1.30673279763163	-0.157558791071672	1.04705508523863
SLC35E4	1.11718234067531	0.852067124750555	0.250132387991681	1.14723414960413	-0.447199324722688	-0.556349325631917	-1.59723631180642	-0.765831040860653
ETS2	1.25667493412214	0.730442282165046	1.03980798124846	0.621596023664033	-0.930262278461334	-1.12968170047603	-0.704059885585472	-0.884517356676841
LMCD1	1.05320950824732	1.16147690431951	0.738302101467669	0.588009243094198	-0.817033590694921	-0.596029501205389	-0.637336200895742	-1.49059846433264
RGS14	-0.479605150082058	-1.3174554866477	-0.950965950078514	-0.897178790708013	0.921709642597547	0.874668999639132	0.898439849565935	0.950386885713673
CYTH3	0.992934827987321	0.318241336096275	1.65147019703798	0.445852495031849	-0.812068797992672	-1.0227545725115	-0.640286207511123	-0.933389278138129
WASF1	0.930065991299841	0.611288731941695	1.17653376392948	0.914331028084348	-1.00033851428304	-1.17565689163445	-0.50683190064389	-0.949392208693977
SORD2P	1.3193528687049	0.533957262375688	0.931727589820492	0.690215087811551	-0.677950361483031	-1.47912557366296	-0.420907633170498	-0.897269240396142
EGR2	1.16341656965635	0.574623880558854	1.3587809459727	0.402741366030021	-0.496712211440903	-1.15052858636161	-0.821768369124427	-1.03055359529098
HECTD2	0.838136387694633	1.02140005098389	1.21945578126426	0.462770533694247	-0.54633032260607	-1.11457081907132	-0.591521628426457	-1.28933998353319
TMPRSS3	0.972749626538373	0.784896493452718	1.02623764534567	0.788768801748891	-0.562077828895607	-1.31274052633477	-0.473526608840097	-1.22430760301519
NFKB1	1.03744075590689	0.872203843961391	0.937440309177545	0.698806892317039	-0.32808451628374	-0.675333652399001	-1.26620450985749	-1.27626912282264
HGSNAT	1.08717004012088	0.85403650615663	1.02220180333909	0.546704526993552	-0.506325757801215	-1.32225472134601	-0.436784973649831	-1.24474742381309
DUSP6	-0.977526618342092	-0.953591922020043	-0.929592091301249	-0.78826874017811	1.34056056198897	0.98406322102428	0.602373164259741	0.721982424568499
RASGRP4	1.31942561173759	0.500957586982309	1.18132417252804	0.23573967301884	-0.307101306487284	-1.1756968388175	-0.357186530974881	-1.39746236798711
MAST4	1.4950201536477	0.918636771563213	0.399281978079912	0.626712168816733	-0.354245024875088	-1.12595680121724	-0.812634749218411	-1.14681449679682
JPH4	-0.228750016800273	1.06114767909629	1.35070528314891	0.987828215463211	-1.21810592504243	-0.932628164028556	-0.238573842644175	-0.781623229192975
CLIC4	0.678251931757045	0.786936582123378	1.38359916730009	0.586676515140912	-0.654325893758477	-1.34082794064995	-0.273523211307526	-1.16678715060547
C12orf75	-1.05924164344937	-0.479093130315199	-1.51822342698053	-0.241813779550686	0.580166578599796	1.36366279145971	0.384492953932772	0.970049656303503
HAVCR2	-0.840741893333104	-0.73408395278122	-0.874260272135149	-1.18672805748503	1.07774695037103	1.09723071244887	0.457339578142456	1.00349693477215
APOBEC3F	0.792822450728889	1.0664167651094	0.514524414974284	1.25543168656145	-0.729612126821805	-1.07432714032007	-1.05589572384546	-0.769360326386693
BMF	0.726251461869046	0.718247257110413	1.16961921264783	1.01993822460589	-0.720867136366067	-1.26385908344816	-0.635902185214002	-1.01342775120495
MCTP2	-0.658363542662947	-0.252970443231611	-1.62108069549448	-0.763557867467609	1.10394062908365	1.04128297388984	0.171286951613058	0.979461994270105
CCL20	0.0856901457891375	1.55413422072335	1.04182092993019	0.611643201145862	-1.04869438259979	-0.308210123258353	-0.812820026944582	-1.12356396478582
PHLDA2	0.890703406436794	0.824563858727309	1.23170478623068	0.582091687652171	-0.596474250713877	-1.33260697956561	-0.439977668909017	-1.16000483985845
RELL1	-0.596953290958929	-0.440076555464659	-1.38086410319968	-0.989767927248646	1.00294262618396	1.35131557107673	0.229400786773784	0.824002892837453
NUCB2	-1.05005456905131	-1.20101107128166	-0.780722175826852	-0.481320653574243	0.804690763658608	0.398426182708132	0.890931324387488	1.41906019897984
KLF7	1.03282605320289	0.68782863799627	1.04019146514693	0.660209038556087	-0.371695952259802	-1.16563529751397	-0.362544973262455	-1.52117897186596
CD8A	-0.727485639585526	-0.685217044790411	-1.55946680792726	-0.133214553950032	0.737141594003245	1.04921696940689	-0.0606994886255538	1.37972497146865
STRA6	0.721772834045917	0.46865669679533	1.52083834750319	0.61724709260814	-1.24701763347906	-0.976519049021179	-0.080085353106601	-1.02489293534574
SEC14L2	1.23846857314819	0.82932874705476	1.14165170183026	0.357116275431987	-0.540811061270312	-0.991146765518687	-0.979577845644382	-1.05502962503181
FGFR1	-1.30110062133882	-0.72624558880505	-0.776408299584387	-0.831752808813357	0.83832042766458	0.607507318789254	1.00571251965184	1.18396705243593
PLEKHA6	1.09480138667234	0.700482146159488	1.53902653849159	0.0206965244175297	-0.731419592899919	-0.939916378851335	-0.611712682518784	-1.07195794147091
ITGA1	0.944864552006514	1.28219761366317	-0.133590263935991	0.759607650317656	-0.842556315194897	0.163065943395005	-1.7071225309825	-0.466466649268958
CFAP57	0.907178112072418	0.911453147582911	0.696291101055046	1.15904545190998	-0.783666069059911	-1.04197019852622	-0.689565875736036	-1.15876566929819
UBE2G1	-0.36217830372076	-0.644256402560829	-1.45258178946942	-1.03182531548726	1.09981583055061	1.07519734080499	0.503388367876344	0.812440272006319
MYADM	1.25520263706159	0.675834450168078	0.57331379311127	0.957407942188874	-0.533715832035214	-1.03259966879883	-1.48387840308501	-0.411564918610756
PLEC	1.56604828331428	0.424808999880003	0.64906908132133	0.736969244602893	-0.514197406417034	-1.47112333350332	-0.749511752629217	-0.642063116568945
RIOX2	-1.01518428460251	-1.17059017332134	-0.777838405590797	-0.689349677268043	0.757083684251337	0.679321398917123	0.99066239869291	1.22589505892132
SNX30	0.655764420920257	1.25558468789861	0.852182554106748	0.890571511534503	-1.10643176256446	-1.08823112539264	-0.710665082636492	-0.748775203866525
PPIAP45	0.678074693781911	0.983938866596961	1.35115887953073	0.541535498590494	-0.860042527520887	-0.894786315784123	-0.517127633098459	-1.28275146209662
MYO5B	0.375561948091512	0.652759153823506	1.5454557027191	0.945772904012858	-0.976145499789388	-0.777723485131211	-0.753590738923163	-1.01208998480321
GJB6	-0.120931592152899	-0.748152394899689	-0.432757386422441	-1.79493524651778	1.07038051843035	0.996415889024281	0.931873394543423	0.0981068179947524
RBM47	-0.722873199232473	-0.996845520275012	-0.592651736772657	-1.12768819314686	1.45904001507252	0.987534340743057	0.859584567093516	0.13389972651791
BTG1	0.567894694162704	0.367438844810778	1.49811522951902	1.01622630653913	-0.773080873498009	-1.32228767771031	-0.710674485179846	-0.643632038643472
COLGALT2	0.753215689715228	0.697957138033751	1.3768857979829	0.656804650423681	-1.40016462079696	-0.971764163374362	-0.339422363012684	-0.773512128971549
SNX9	0.947284940855799	0.896044604818385	1.27621966572136	0.375065231361357	-0.336255217780623	-0.885226898891719	-0.978317586268032	-1.29481473981653
SLCO4A1	-0.40947668495261	-0.696980937124214	-1.52063340287743	-0.808346205877132	0.846512069463307	1.23863932526005	0.344725831753671	1.00556000435436
ARHGEF28	0.785900387673032	0.748073210980024	1.21408791698237	0.801533960021709	-1.3509356535202	-1.015571906242	-0.317665383237482	-0.86542253265745
CPEB2	1.13020105766407	0.666867357784718	0.916030072466799	0.87836022735463	-0.36014497640249	-1.19076420384158	-0.882868948698693	-1.15768058632745
EBI3	0.693739849952476	0.814248122440604	0.947836449816968	1.11602726814537	-1.11615551949664	-1.16529202348723	-0.274032205996065	-1.01637194137549
TNFSF9	0.540949098538753	0.554720291653128	1.47112052196593	0.832597249007858	-1.49324471092254	-0.757545089364689	-0.375611207524505	-0.772986153353931
ARHGAP31	0.915961850429192	0.342621487102846	1.26833425539201	0.723125968591276	-0.960013905807247	-1.62598652654858	-0.0809180672632705	-0.583125061896228
YPEL5	0.576074958007127	0.417404920086768	1.62416651423337	0.768086905838877	-0.698832369948662	-1.2773946834847	-0.428547918837457	-0.980958325895322
IL6R	1.19527808779221	0.636235569358199	0.927336242774955	0.875236962414422	-0.961780381731449	-1.13835694230499	-0.49944559151038	-1.03450394679296
CCDC74A	0.785329875592676	0.722876742632142	1.31239210329052	0.815394176580502	-0.996569410585115	-1.16705597803203	-0.867260484222322	-0.605107025256374
BASP1	0.799721266816657	0.585230789240141	1.39937932741626	0.660138754863163	-1.21895987313253	-0.976163172147079	-0.174832824368654	-1.07451426868795
OSTF1	-0.167903343852632	-0.737350744138667	-1.69849779718724	-0.383070735411321	1.32426784364264	1.06944221718035	-0.105439466358127	0.698552026124993
ERO1A	-0.444249675281668	-0.691406743424491	-1.53917126439764	-0.667925047953442	1.02721709039625	1.13702961329011	0.10604634477828	1.07245968259259
GLB1	0.899024640264753	0.900847956469144	1.17231883824445	0.680469876034439	-0.622794275972092	-0.767800229172123	-1.07189827960438	-1.19016852626419
MMP25-AS1	-0.347492357279433	-0.432348205613488	-1.6451730089512	-0.876988006516156	1.15406170116694	1.11381288799391	0.28310300293131	0.751023986268116
NDRG1	1.16891276841318	0.789923162282934	0.767814102415675	0.842330057716418	-0.482265020243852	-0.736016522473082	-1.46980997803686	-0.880888570074421
UCP2	0.899974212270222	1.10967332662163	0.739359731354553	0.802390985573248	-0.314058999342597	-0.90420784007365	-1.42172393669157	-0.911407479711848
LITAF	0.434110610016545	0.568341641322733	1.65546592280572	0.652013585662661	-0.866529964156864	-1.10104147619289	-0.192267592111605	-1.15009272734631
SOS1	-0.916735501031226	-0.581029747690885	-1.33040982765736	-0.728236584379872	1.08948926855217	1.21605503819	0.433639086078404	0.817228267938768
DHRS2	0.398741492957891	1.09295975141158	1.337390561107	-0.0273213948448107	-1.30644069228311	0.142200299792828	-0.190543812292721	-1.44698620584866
NAPSB	1.36310742969056	1.1347813228777	-0.0243920249878459	0.787620493601013	-0.257146136330031	-0.677684793656821	-1.13086542678082	-1.19542086441375
SARDH	1.25632271889998	0.900447722623944	0.387118998142646	0.960035123003839	-0.311999662933321	-0.919568760678642	-1.05083504981378	-1.22152108924467
APOBEC3C	0.798376195253339	0.507831724566634	1.20283697204114	1.05042399283439	-0.592401826528965	-1.3512875746469	-0.997896769516425	-0.617882714003211
TGIF1	1.21089078623944	0.439950416226446	1.22932017910372	0.520177846948671	-0.459419480868701	-1.50376259851894	-0.555337200979936	-0.8818199481507
